"","name_","integer_","total_","na_count_","median_","min_","max_","stain","mutuality"
"203","h2axpositive_nucleus_alexa488_ser_saddle_1px_stdev","FALSE","8216","1722","0.0146","0.0000153","0.0744","h2ax","TRUE"
"204","h2axpositive_nucleus_alexa488_ser_bright_1px_mean","FALSE","8216","1035","0.0443","0.0181","0.105","h2ax","TRUE"
"205","h2axpositive_nucleus_alexa488_ser_bright_1px_stdev","FALSE","8216","1722","0.00978","0.0000334","0.0496","h2ax","TRUE"
"206","h2axpositive_nucleus_alexa488_ser_dark_1px_mean","FALSE","8216","1035","0.0463","0.0108","0.157","h2ax","TRUE"
"207","h2axpositive_nucleus_alexa488_ser_dark_1px_stdev","FALSE","8216","1722","0.0156","0.0000351","0.122","h2ax","TRUE"
"208","h2axpositive_cell_mitotrackerdeepred_ser_spot_1px_mean","FALSE","8216","1035","0.016","0.00576","0.0578","mito","TRUE"
"209","h2axpositive_cell_mitotrackerdeepred_ser_spot_1px_stdev","FALSE","8216","1722","0.00358","0.0000173","0.0186","mito","TRUE"
"210","h2axpositive_cell_mitotrackerdeepred_ser_hole_1px_mean","FALSE","8216","1035","0.0092","0.000146","0.0371","mito","TRUE"
"211","h2axpositive_cell_mitotrackerdeepred_ser_hole_1px_stdev","FALSE","8216","1722","0.00277","0.00000412","0.0137","mito","TRUE"
"212","h2axpositive_cell_mitotrackerdeepred_ser_edge_1px_mean","FALSE","8216","1035","0.129","0.0356","0.516","mito","TRUE"
"213","h2axpositive_cell_mitotrackerdeepred_ser_edge_1px_stdev","FALSE","8216","1722","0.0299","0.0000712","0.212","mito","TRUE"
"214","h2axpositive_cell_mitotrackerdeepred_ser_ridge_1px_mean","FALSE","8216","1035","0.0283","0.00997","0.0746","mito","TRUE"
"215","h2axpositive_cell_mitotrackerdeepred_ser_ridge_1px_stdev","FALSE","8216","1722","0.00608","0.000012","0.0352","mito","TRUE"
"216","h2axpositive_cell_mitotrackerdeepred_ser_valley_1px_mean","FALSE","8216","1035","0.0276","0.00793","0.209","mito","TRUE"
"217","h2axpositive_cell_mitotrackerdeepred_ser_valley_1px_stdev","FALSE","8216","1722","0.00797","0.00000461","0.121","mito","TRUE"
"218","h2axpositive_cell_mitotrackerdeepred_ser_saddle_1px_mean","FALSE","8216","1035","0.0312","0.011","0.128","mito","TRUE"
"219","h2axpositive_cell_mitotrackerdeepred_ser_saddle_1px_stdev","FALSE","8216","1722","0.00726","0.0000123","0.0769","mito","TRUE"
"220","h2axpositive_cell_mitotrackerdeepred_ser_bright_1px_mean","FALSE","8216","1035","0.0388","0.0137","0.116","mito","TRUE"
"221","h2axpositive_cell_mitotrackerdeepred_ser_bright_1px_stdev","FALSE","8216","1722","0.00799","0.00000272","0.0442","mito","TRUE"
"222","h2axpositive_cell_mitotrackerdeepred_ser_dark_1px_mean","FALSE","8216","1035","0.0323","0.00936","0.201","mito","TRUE"
"223","h2axpositive_cell_mitotrackerdeepred_ser_dark_1px_stdev","FALSE","8216","1722","0.00897","0.0000219","0.111","mito","TRUE"
"224","h2axpositive_regression_a_b_mean","FALSE","8216","1035","-2.71","-12.1","-0.00446","comb","TRUE"
"225","h2axpositive_regression_a_b_stdev","FALSE","8216","1722","1.15","0.00363","7.21","comb","TRUE"
"226","h2axpositive_intensity_nucleus_alexa488_mean_2_mean","FALSE","8216","1035","1490","449","20100",NA,"FALSE"
"227","h2axpositive_intensity_nucleus_alexa488_mean_2_stdev","FALSE","8216","1722","623","0.636","11300",NA,"FALSE"
"228","h2axpositive_intensity_nucleus_alexa488_stdev_mean","FALSE","8216","1035","674","242","9800","h2ax","TRUE"
"229","h2axpositive_intensity_nucleus_alexa488_stdev_std_dev","FALSE","8216","1722","343","0.275","5850","h2ax","TRUE"
"230","h2axpositive_intensity_nucleus_alexa488_median_mean","FALSE","8216","1035","1400","301","20700","h2ax","TRUE"
"231","h2axpositive_intensity_nucleus_alexa488_median_stdev","FALSE","8216","1722","634","0","11900","h2ax","TRUE"
"232","h2axpositive_intensity_nucleus_alexa488_quantile_75_percent_mean","FALSE","8216","1035","1870","361","26200","h2ax","TRUE"
"233","h2axpositive_intensity_nucleus_alexa488_quantile_75_percent_stdev","FALSE","8216","1722","858","0","15400","h2ax","TRUE"
"234","h2axpositive_intensity_cell_mitotrackerdeepred_mean_2_mean","FALSE","8216","1035","3820","663","52600",NA,"FALSE"
"235","h2axpositive_intensity_cell_mitotrackerdeepred_mean_2_stdev","FALSE","8216","1722","1250","0.0426","38700",NA,"FALSE"
"236","h2axpositive_intensity_cell_mitotrackerdeepred_stdev_mean","FALSE","8216","1035","1480","100","25900","mito","TRUE"
"237","h2axpositive_intensity_cell_mitotrackerdeepred_stdev_std_dev","FALSE","8216","1722","641","3.58","12200","mito","TRUE"
"238","h2axpositive_intensity_cell_mitotrackerdeepred_median_mean","FALSE","8216","1035","3580","620","65500","mito","TRUE"
"239","h2axpositive_intensity_cell_mitotrackerdeepred_median_stdev","FALSE","8216","1722","1230","3.54","42500","mito","TRUE"
"240","h2axpositive_intensity_cell_mitotrackerdeepred_quantile_75_percent_mean","FALSE","8216","1035","4760","740","65500","mito","TRUE"
"241","h2axpositive_intensity_cell_mitotrackerdeepred_quantile_75_percent_stdev","FALSE","8216","1722","1690","2.12","41800","mito","TRUE"
"242","h2axpositive_intensity_cell_hoechst_mean_mean","FALSE","8216","1035","1720","338","24200","hoescht","TRUE"
"243","h2axpositive_intensity_cell_hoechst_mean_stdev","FALSE","8216","1722","991","0.993","33000","hoescht","TRUE"
"244","h2axpositive_intensity_cell_hoechst_stdev_mean","FALSE","8216","1035","2100","100","20500","hoescht","TRUE"
"245","h2axpositive_intensity_cell_hoechst_stdev_std_dev","FALSE","8216","1722","1440","1.76","14100","hoescht","TRUE"
"246","h2axpositive_intensity_cell_hoechst_median_mean","FALSE","8216","1035","790","280","29800","hoescht","TRUE"
"247","h2axpositive_intensity_cell_hoechst_median_stdev","FALSE","8216","1722","390","0","41100","hoescht","TRUE"
"248","h2axpositive_intensity_cell_hoechst_quantile_75_percent_mean","FALSE","8216","1035","1760","314","36000","hoescht","TRUE"
"249","h2axpositive_intensity_cell_hoechst_quantile_75_percent_stdev","FALSE","8216","1722","1200","0.707","45500","hoescht","TRUE"
"250","h2axpositive_total_spot_area_mean","FALSE","8216","1035","131","9","877","h2ax","TRUE"
"251","h2axpositive_total_spot_area_stdev","FALSE","8216","1722","73","0","443","h2ax","TRUE"
"252","h2axpositive_relative_spot_intensity_mean","FALSE","8216","1035","0.283","0.0125","0.746","h2ax","TRUE"
"253","h2axpositive_relative_spot_intensity_stdev","FALSE","8216","1722","0.109","0.000777","0.401","h2ax","TRUE"
"254","h2axpositive_numberofspots_mean","FALSE","8216","1035","5.92","1","53.3","h2ax","TRUE"
"255","h2axpositive_numberofspots_stdev","FALSE","8216","1722","6.22","0","51.3","h2ax","TRUE"
"256","h2axpositive_numberofspots_per_area_of_nucleus_mean","FALSE","8216","1035","0.0108","0.000727","0.0457","h2ax","TRUE"
"257","h2axpositive_numberofspots_per_area_of_nucleus_stdev","FALSE","8216","1722","0.0075","0","0.0275","h2ax","TRUE"
"258","h2axpositive_regression_a_b_2_mean","FALSE","8216","1035","-2.87","-39.3","-0.0112","comb","TRUE"
"259","h2axpositive_regression_a_b_2_stdev","FALSE","8216","1722","2.39","0.00563","39.7","comb","TRUE"
"260","h2axpositive_cell_area_mm2_mean","FALSE","8216","1035","704","34.4","4420",NA,"TRUE"
"261","h2axpositive_cell_area_mm2_stdev","FALSE","8216","1722","332","0.251","2240",NA,"TRUE"
"262","h2axpositive_cell_roundness_mean","FALSE","8216","1035","0.653","0.217","1.05","mito","TRUE"
"263","h2axpositive_cell_roundness_stdev","FALSE","8216","1722","0.129","0.000124","0.435","mito","TRUE"
"264","h2axpositive_cell_width_mm_mean","FALSE","8216","1035","18.5","4.77","50.4","mito","TRUE"
"265","h2axpositive_cell_width_mm_stdev","FALSE","8216","1722","4.98","0","22.5","mito","TRUE"
"266","h2axpositive_cell_length_mm_mean","FALSE","8216","1035","45.9","7.37","204","mito","TRUE"
"267","h2axpositive_cell_length_mm_stdev","FALSE","8216","1722","16.7","0","127","mito","TRUE"
"268","h2axnegative_numberofobjects","TRUE","8216","55","54","0","5410","hoescht","TRUE"
"269","h2axnegative_intensity_nucleus_alexa488_mean_mean","FALSE","8216","153","587","236","4460","h2ax","TRUE"
"270","h2axnegative_intensity_nucleus_alexa488_mean_stdev","FALSE","8216","297","157","2.05","9170","h2ax","TRUE"
"271","h2axnegative_intensity_cell_mitotrackerdeepred_mean_mean","FALSE","8216","153","3350","596","28400","mito","TRUE"
"272","h2axnegative_intensity_cell_mitotrackerdeepred_mean_stdev","FALSE","8216","297","1250","17.7","35400","mito","TRUE"
"273","h2axnegative_nucleus_hoechst_ser_spot_1px_mean","FALSE","8216","153","0.0207","0.00595","0.0544","hoescht","TRUE"
"274","h2axnegative_nucleus_hoechst_ser_spot_1px_stdev","FALSE","8216","297","0.00536","0.0000494","0.0203","hoescht","TRUE"
"275","h2axnegative_nucleus_hoechst_ser_hole_1px_mean","FALSE","8216","153","0.00405","0","0.00943","hoescht","TRUE"
"276","h2axnegative_nucleus_hoechst_ser_hole_1px_stdev","FALSE","8216","297","0.00208","0","0.00767","hoescht","TRUE"
"277","h2axnegative_nucleus_hoechst_ser_edge_1px_mean","FALSE","8216","153","0.188","0.0817","0.353","hoescht","TRUE"
"278","h2axnegative_nucleus_hoechst_ser_edge_1px_stdev","FALSE","8216","297","0.0411","0.000542","0.18","hoescht","TRUE"
"279","h2axnegative_nucleus_hoechst_ser_ridge_1px_mean","FALSE","8216","153","0.0267","0.0116","0.0722","hoescht","TRUE"
"280","h2axnegative_nucleus_hoechst_ser_ridge_1px_stdev","FALSE","8216","297","0.00609","0.000127","0.0399","hoescht","TRUE"
"281","h2axnegative_nucleus_hoechst_ser_valley_1px_mean","FALSE","8216","153","0.035","0.00343","0.0645","hoescht","TRUE"
"282","h2axnegative_nucleus_hoechst_ser_valley_1px_stdev","FALSE","8216","297","0.012","0.0000406","0.046","hoescht","TRUE"
"283","h2axnegative_nucleus_hoechst_ser_saddle_1px_mean","FALSE","8216","153","0.0494","0.00925","0.0861","hoescht","TRUE"
"284","h2axnegative_nucleus_hoechst_ser_saddle_1px_stdev","FALSE","8216","297","0.0141","0.0000886","0.0553","hoescht","TRUE"
"285","h2axnegative_nucleus_hoechst_ser_bright_1px_mean","FALSE","8216","153","0.0414","0.0164","0.0916","hoescht","TRUE"
"286","h2axnegative_nucleus_hoechst_ser_bright_1px_stdev","FALSE","8216","297","0.00927","0.0000539","0.0451","hoescht","TRUE"
"287","h2axnegative_nucleus_hoechst_ser_dark_1px_mean","FALSE","8216","153","0.0336","0.00374","0.0629","hoescht","TRUE"
"288","h2axnegative_nucleus_hoechst_ser_dark_1px_stdev","FALSE","8216","297","0.0113","0.000111","0.0466","hoescht","TRUE"
"289","h2axnegative_nucleus_alexa488_ser_spot_1px_mean","FALSE","8216","153","0.0142","0.00613","0.0346","h2ax","TRUE"
"290","h2axnegative_nucleus_alexa488_ser_spot_1px_stdev","FALSE","8216","297","0.00386","0.00000635","0.0185","h2ax","TRUE"
"291","h2axnegative_nucleus_alexa488_ser_hole_1px_mean","FALSE","8216","153","0.00647","0.000366","0.012","h2ax","TRUE"
"292","h2axnegative_nucleus_alexa488_ser_hole_1px_stdev","FALSE","8216","297","0.00218","0.00000187","0.00915","h2ax","TRUE"
"293","h2axnegative_nucleus_alexa488_ser_edge_1px_mean","FALSE","8216","153","0.0888","0.017","0.211","h2ax","TRUE"
"294","h2axnegative_nucleus_alexa488_ser_edge_1px_stdev","FALSE","8216","297","0.0278","0.0000124","0.167","h2ax","TRUE"
"295","h2axnegative_nucleus_alexa488_ser_ridge_1px_mean","FALSE","8216","153","0.0203","0.00903","0.055","h2ax","TRUE"
"296","h2axnegative_nucleus_alexa488_ser_ridge_1px_stdev","FALSE","8216","297","0.00491","0.0000284","0.0286","h2ax","TRUE"
"297","h2axnegative_nucleus_alexa488_ser_valley_1px_mean","FALSE","8216","153","0.021","0.00599","0.0913","h2ax","TRUE"
"298","h2axnegative_nucleus_alexa488_ser_valley_1px_stdev","FALSE","8216","297","0.00854","0.0000661","0.0506","h2ax","TRUE"
"299","h2axnegative_nucleus_alexa488_ser_saddle_1px_mean","FALSE","8216","153","0.0256","0.00806","0.0925","h2ax","TRUE"
"300","h2axnegative_nucleus_alexa488_ser_saddle_1px_stdev","FALSE","8216","297","0.00921","0.000006","0.05","h2ax","TRUE"
"301","h2axnegative_nucleus_alexa488_ser_bright_1px_mean","FALSE","8216","153","0.0301","0.0135","0.0772","h2ax","TRUE"
"302","h2axnegative_nucleus_alexa488_ser_bright_1px_stdev","FALSE","8216","297","0.00739","0.000119","0.0313","h2ax","TRUE"
"303","h2axnegative_nucleus_alexa488_ser_dark_1px_mean","FALSE","8216","153","0.0239","0.0069","0.0864","h2ax","TRUE"
"304","h2axnegative_nucleus_alexa488_ser_dark_1px_stdev","FALSE","8216","297","0.0086","0.0000277","0.0445","h2ax","TRUE"
"305","h2axnegative_cell_mitotrackerdeepred_ser_spot_1px_mean","FALSE","8216","153","0.0169","0.00421","0.0602","mito","TRUE"
"306","h2axnegative_cell_mitotrackerdeepred_ser_spot_1px_stdev","FALSE","8216","297","0.00445","0.0000382","0.0413","mito","TRUE"
"307","h2axnegative_cell_mitotrackerdeepred_ser_hole_1px_mean","FALSE","8216","153","0.00907","0","0.0245","mito","TRUE"
"308","h2axnegative_cell_mitotrackerdeepred_ser_hole_1px_stdev","FALSE","8216","297","0.00316","0","0.0314","mito","TRUE"
"309","h2axnegative_cell_mitotrackerdeepred_ser_edge_1px_mean","FALSE","8216","153","0.13","0.0274","0.449","mito","TRUE"
"310","h2axnegative_cell_mitotrackerdeepred_ser_edge_1px_stdev","FALSE","8216","297","0.0377","0.000752","0.29","mito","TRUE"
"311","h2axnegative_cell_mitotrackerdeepred_ser_ridge_1px_mean","FALSE","8216","153","0.0287","0.00836","0.0817","mito","TRUE"
"312","h2axnegative_cell_mitotrackerdeepred_ser_ridge_1px_stdev","FALSE","8216","297","0.0069","0.0000365","0.0441","mito","TRUE"
"313","h2axnegative_cell_mitotrackerdeepred_ser_valley_1px_mean","FALSE","8216","153","0.0307","0.0062","0.199","mito","TRUE"
"314","h2axnegative_cell_mitotrackerdeepred_ser_valley_1px_stdev","FALSE","8216","297","0.0108","0.0000277","0.171","mito","TRUE"
"315","h2axnegative_cell_mitotrackerdeepred_ser_saddle_1px_mean","FALSE","8216","153","0.0333","0.0082","0.116","mito","TRUE"
"316","h2axnegative_cell_mitotrackerdeepred_ser_saddle_1px_stdev","FALSE","8216","297","0.0095","0.0000141","0.0976","mito","TRUE"
"317","h2axnegative_cell_mitotrackerdeepred_ser_bright_1px_mean","FALSE","8216","153","0.0399","0.012","0.123","mito","TRUE"
"318","h2axnegative_cell_mitotrackerdeepred_ser_bright_1px_stdev","FALSE","8216","297","0.00942","0.0000235","0.0537","mito","TRUE"
"319","h2axnegative_cell_mitotrackerdeepred_ser_dark_1px_mean","FALSE","8216","153","0.0353","0.0073","0.197","mito","TRUE"
"320","h2axnegative_cell_mitotrackerdeepred_ser_dark_1px_stdev","FALSE","8216","297","0.0116","0.000158","0.178","mito","TRUE"
"321","h2axnegative_regression_a_b_mean","FALSE","8216","153","-1.55","-12.5","-0.0114","comb","TRUE"
"322","h2axnegative_regression_a_b_stdev","FALSE","8216","297","0.954","0.00673","9.88","comb","TRUE"
"323","h2axnegative_intensity_nucleus_alexa488_mean_2_mean","FALSE","8216","153","587","236","4460",NA,"FALSE"
"324","h2axnegative_intensity_nucleus_alexa488_mean_2_stdev","FALSE","8216","297","157","2.05","9170",NA,"FALSE"
"325","h2axnegative_intensity_nucleus_alexa488_stdev_mean","FALSE","8216","153","159","23.9","1790","h2ax","TRUE"
"326","h2axnegative_intensity_nucleus_alexa488_stdev_std_dev","FALSE","8216","297","89.8","0.238","3910","h2ax","TRUE"
"327","h2axnegative_intensity_nucleus_alexa488_median_mean","FALSE","8216","153","570","231","5100","h2ax","TRUE"
"328","h2axnegative_intensity_nucleus_alexa488_median_stdev","FALSE","8216","297","154","0.707","10800","h2ax","TRUE"
"329","h2axnegative_intensity_nucleus_alexa488_quantile_75_percent_mean","FALSE","8216","153","677","252","5950","h2ax","TRUE"
"330","h2axnegative_intensity_nucleus_alexa488_quantile_75_percent_stdev","FALSE","8216","297","195","1.41","12500","h2ax","TRUE"
"331","h2axnegative_intensity_cell_mitotrackerdeepred_mean_2_mean","FALSE","8216","153","3350","596","28400",NA,"FALSE"
"332","h2axnegative_intensity_cell_mitotrackerdeepred_mean_2_stdev","FALSE","8216","297","1250","17.7","35400",NA,"FALSE"
"333","h2axnegative_intensity_cell_mitotrackerdeepred_stdev_mean","FALSE","8216","153","1330","58.1","15800","mito","TRUE"
"334","h2axnegative_intensity_cell_mitotrackerdeepred_stdev_std_dev","FALSE","8216","297","700","7.63","12400","mito","TRUE"
"335","h2axnegative_intensity_cell_mitotrackerdeepred_median_mean","FALSE","8216","153","3140","570","34500","mito","TRUE"
"336","h2axnegative_intensity_cell_mitotrackerdeepred_median_stdev","FALSE","8216","297","1200","23.3","43900","mito","TRUE"
"337","h2axnegative_intensity_cell_mitotrackerdeepred_quantile_75_percent_mean","FALSE","8216","153","4190","610","38000","mito","TRUE"
"338","h2axnegative_intensity_cell_mitotrackerdeepred_quantile_75_percent_stdev","FALSE","8216","297","1710","4.95","43400","mito","TRUE"
"339","h2axnegative_intensity_cell_hoechst_mean_mean","FALSE","8216","153","1220","396","11800","hoescht","TRUE"
"340","h2axnegative_intensity_cell_hoechst_mean_stdev","FALSE","8216","297","798","6.01","14900","hoescht","TRUE"
"341","h2axnegative_intensity_cell_hoechst_stdev_mean","FALSE","8216","153","1310","87.4","13300","hoescht","TRUE"
"342","h2axnegative_intensity_cell_hoechst_stdev_std_dev","FALSE","8216","297","1090","2.49","12000","hoescht","TRUE"
"343","h2axnegative_intensity_cell_hoechst_median_mean","FALSE","8216","153","652","292","10500","hoescht","TRUE"
"344","h2axnegative_intensity_cell_hoechst_median_stdev","FALSE","8216","297","350","1.41","13100","hoescht","TRUE"
"345","h2axnegative_intensity_cell_hoechst_quantile_75_percent_mean","FALSE","8216","153","1340","350","17800","hoescht","TRUE"
"346","h2axnegative_intensity_cell_hoechst_quantile_75_percent_stdev","FALSE","8216","297","1010","4.95","20100","hoescht","TRUE"
"347","h2axnegative_total_spot_area_mean","FALSE","8216","153","8.99","0","178","mito","TRUE"
"348","h2axnegative_total_spot_area_stdev","FALSE","8216","297","18","0","191","mito","TRUE"
"349","h2axnegative_relative_spot_intensity_mean","FALSE","8216","153","0.0205","0","0.23","h2ax","TRUE"
"350","h2axnegative_relative_spot_intensity_stdev","FALSE","8216","297","0.0352","0","0.318","h2ax","TRUE"
"351","h2axnegative_numberofspots_mean","FALSE","8216","153","1.61","0","23","h2ax","TRUE"
"352","h2axnegative_numberofspots_stdev","FALSE","8216","297","2.77","0","21.2","h2ax","TRUE"
"353","h2axnegative_numberofspots_per_area_of_nucleus_mean","FALSE","8216","153","0.0035","0","0.02","h2ax","TRUE"
"354","h2axnegative_numberofspots_per_area_of_nucleus_stdev","FALSE","8216","297","0.00515","0","0.0189","h2ax","TRUE"
"355","h2axnegative_regression_a_b_2_mean","FALSE","8216","153","3.44","0.185","6.34","comb","TRUE"
"356","h2axnegative_regression_a_b_2_stdev","FALSE","8216","297","0.95","0.00315","9.87","comb","TRUE"
"357","h2axnegative_cell_area_mm2_mean","FALSE","8216","153","723","33.3","3340",NA,"TRUE"
"358","h2axnegative_cell_area_mm2_stdev","FALSE","8216","297","348","1","2280",NA,"TRUE"
"359","h2axnegative_cell_roundness_mean","FALSE","8216","153","0.629","0.25","1.04","mito","TRUE"
"360","h2axnegative_cell_roundness_stdev","FALSE","8216","297","0.135","0.000594","0.457","mito","TRUE"
"361","h2axnegative_cell_width_mm_mean","FALSE","8216","153","18.2","4.76","40.5","mito","TRUE"
"362","h2axnegative_cell_width_mm_stdev","FALSE","8216","297","5.36","0","25.6","mito","TRUE"
"363","h2axnegative_cell_length_mm_mean","FALSE","8216","153","48.4","7.46","235","mito","TRUE"
"364","h2axnegative_cell_length_mm_stdev","FALSE","8216","297","18.1","0.0148","84.5","mito","TRUE"
"365","stressed_numberofobjects","TRUE","8216","55","6","0","2480","all","TRUE"
"366","stressed_intensity_nucleus_alexa488_mean_mean","FALSE","8216","960","767","270","20100","h2ax","TRUE"
"367","stressed_intensity_nucleus_alexa488_mean_stdev","FALSE","8216","1796","344","0.0666","12600","h2ax","TRUE"
"368","stressed_intensity_cell_mitotrackerdeepred_mean_mean","FALSE","8216","960","6490","2230","56500","mito","TRUE"
"369","stressed_intensity_cell_mitotrackerdeepred_mean_stdev","FALSE","8216","1796","1510","3.18","33000","mito","TRUE"
"370","stressed_nucleus_hoechst_ser_spot_1px_mean","FALSE","8216","960","0.02","0.00611","0.0544","hoescht","TRUE"
"371","stressed_nucleus_hoechst_ser_spot_1px_stdev","FALSE","8216","1796","0.00573","0.0000025","0.0274","hoescht","TRUE"
"372","stressed_nucleus_hoechst_ser_hole_1px_mean","FALSE","8216","960","0.00245","0","0.0149","hoescht","TRUE"
"373","stressed_nucleus_hoechst_ser_hole_1px_stdev","FALSE","8216","1796","0.002","0","0.0138","hoescht","TRUE"
"374","stressed_nucleus_hoechst_ser_edge_1px_mean","FALSE","8216","960","0.208","0.066","0.373","hoescht","TRUE"
"375","stressed_nucleus_hoechst_ser_edge_1px_stdev","FALSE","8216","1796","0.0502","0.0000695","0.177","hoescht","TRUE"
"376","stressed_nucleus_hoechst_ser_ridge_1px_mean","FALSE","8216","960","0.0264","0.0107","0.0624","hoescht","TRUE"
"377","stressed_nucleus_hoechst_ser_ridge_1px_stdev","FALSE","8216","1796","0.00681","0.00000502","0.0399","hoescht","TRUE"
"378","stressed_nucleus_hoechst_ser_valley_1px_mean","FALSE","8216","960","0.0323","0.000613","0.0944","hoescht","TRUE"
"379","stressed_nucleus_hoechst_ser_valley_1px_stdev","FALSE","8216","1796","0.0121","0.0000194","0.107","hoescht","TRUE"
"380","stressed_nucleus_hoechst_ser_saddle_1px_mean","FALSE","8216","960","0.0479","0.00386","0.132","hoescht","TRUE"
"381","stressed_nucleus_hoechst_ser_saddle_1px_stdev","FALSE","8216","1796","0.0157","0.00000259","0.115","hoescht","TRUE"
"382","stressed_nucleus_hoechst_ser_bright_1px_mean","FALSE","8216","960","0.0405","0.0154","0.084","hoescht","TRUE"
"383","stressed_nucleus_hoechst_ser_bright_1px_stdev","FALSE","8216","1796","0.0101","0.00000171","0.0451","hoescht","TRUE"
"384","stressed_nucleus_hoechst_ser_dark_1px_mean","FALSE","8216","960","0.0305","0.000728","0.082","hoescht","TRUE"
"385","stressed_nucleus_hoechst_ser_dark_1px_stdev","FALSE","8216","1796","0.0113","0.0000165","0.0941","hoescht","TRUE"
"386","stressed_nucleus_alexa488_ser_spot_1px_mean","FALSE","8216","960","0.0157","0.00629","0.0504","h2ax","TRUE"
"387","stressed_nucleus_alexa488_ser_spot_1px_stdev","FALSE","8216","1796","0.00476","0.00000842","0.0287","h2ax","TRUE"
"388","stressed_nucleus_alexa488_ser_hole_1px_mean","FALSE","8216","960","0.00561","0","0.0235","h2ax","TRUE"
"389","stressed_nucleus_alexa488_ser_hole_1px_stdev","FALSE","8216","1796","0.00232","0.000000264","0.019","h2ax","TRUE"
"390","stressed_nucleus_alexa488_ser_edge_1px_mean","FALSE","8216","960","0.116","0.0248","0.469","h2ax","TRUE"
"391","stressed_nucleus_alexa488_ser_edge_1px_stdev","FALSE","8216","1796","0.0465","0.000118","0.235","h2ax","TRUE"
